song_name,artist_name,album_names,playlist,fuzzy_name,fuzzy_artist
Funkdafied,Da Brat,Funkdafied,90's Hip-Hop Don't Stop,funkdafied,da brat
On & On,Erykah Badu,Baduizm - Special Edition,90's Hip-Hop Don't Stop,on  on,erykah badu
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,90's Hip-Hop Don't Stop,murder was the case death after visualizing eternity feat dat nigga daz,snoop dogg
Under The Bridge,Red Hot Chili Peppers,Greatest Hits,90s Acoustic,under the bridge,red hot chili peppers
Drive,Incubus,Make Yourself,90s Acoustic,drive,incubus
Torn - Acoustic MTV Unplugged,Natalie Imbruglia,Torn/Wishing I Was There,90s Acoustic,torn  acoustic mtv unplugged,natalie imbruglia
Wonderwall,Oasis,[What's The Story] Morning Glory,90s Acoustic,wonderwall,oasis
Give Me One Reason,Tracy Chapman,New Beginning,90s Acoustic,give me one reason,tracy chapman
High And Dry,Radiohead,The Bends,90s Acoustic,high and dry,radiohead
Sunny Came Home,Shawn Colvin,A Few Small Repairs,90s Acoustic,sunny came home,shawn colvin
Fade Into You,Mazzy Star,So Tonight That I Might See,90s Acoustic,fade into you,mazzy star
Hallelujah,Jeff Buckley,Grace,90s Acoustic,hallelujah,jeff buckley
Bitter Sweet Symphony,The Verve,Urban Hymns,90s Acoustic,bitter sweet symphony,the verve
Meet Virginia,Train,Train,90s Acoustic,meet virginia,train
How's It Going To Be,Third Eye Blind,Third Eye Blind,90s Acoustic,hows it going to be,third eye blind
Iris,The Goo Goo Dolls,Dizzy Up The Girl,90s Acoustic,iris,the goo goo dolls
Mr. Jones,Counting Crows,August And Everything After,90s Acoustic,mr jones,counting crows
Good Riddance (Time of Your Life),Green Day,Nimrod,90s Acoustic,good riddance time of your life,green day
You Were Meant For Me,Jewel,Pieces Of You,90s Acoustic,you were meant for me,jewel
Fake Plastic Trees,Radiohead,The Bends,90s Acoustic,fake plastic trees,radiohead
Zombie - Acoustic Version,The Cranberries,Something Else,90s Acoustic,zombie  acoustic version,the cranberries
Don't Speak,No Doubt,Tragic Kingdom,90s Acoustic,dont speak,no doubt
Save Tonight,Eagle-Eye Cherry,Desireless,90s Acoustic,save tonight,eagleeye cherry
Glycerine - Acoustic,Bush,Zen X Four,90s Acoustic,glycerine  acoustic,bush
The Freshmen,The Verve Pipe,Villains,90s Acoustic,the freshmen,the verve pipe
Loser,Beck,Mellow Gold,90s Acoustic,loser,beck
1979,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,90s Acoustic,1979,the smashing pumpkins
Losing My Religion,R.E.M.,Out Of Time (U.S. Version),90s Acoustic,losing my religion,rem
Push,Matchbox Twenty,Yourself Or Someone Like You,90s Acoustic,push,matchbox twenty
When I Come Around,Green Day,Dookie,90s Acoustic,when i come around,green day
What It's Like,Everlast,Whitey Ford Sings The Blues,90s Acoustic,what its like,everlast
Plush - Acoustic,Stone Temple Pilots,Thank You,90s Acoustic,plush  acoustic,stone temple pilots
Everlong - Acoustic Version,Foo Fighters,Greatest Hits,90s Acoustic,everlong  acoustic version,foo fighters
Name,The Goo Goo Dolls,A Boy Named Goo,90s Acoustic,name,the goo goo dolls
A Long December,Counting Crows,Recovering The Satellites,90s Acoustic,a long december,counting crows
Kiss From A Rose - Acoustic Version,Seal,Best 1991 - 2004,90s Acoustic,kiss from a rose  acoustic version,seal
More Than Words,Extreme,Extreme II - Pornograffitti,90s Acoustic,more than words,extreme
Head Over Feet - Live/Unplugged Version,Alanis Morissette,Unplugged,90s Acoustic,head over feet  liveunplugged version,alanis morissette
All The Small Things,blink-182,Enema Of The State,90s Acoustic,all the small things,blink182
Black Hole Sun,Soundgarden,Superunknown,90s Acoustic,black hole sun,soundgarden
Slide,The Goo Goo Dolls,Dizzy Up The Girl,90s Acoustic,slide,the goo goo dolls
Crash into Me,Dave Matthews Band,Crash,90s Acoustic,crash into me,dave matthews band
Santeria,Sublime,Sublime (Explicit Version),90s Acoustic,santeria,sublime
Waterfalls,TLC,Crazysexycool,90s Acoustic,waterfalls,tlc
No Diggity,Blackstreet,Another Level,90s Acoustic,no diggity,blackstreet
I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album,90s Acoustic,i dont want to miss a thing,aerosmith
She's so High,Tal Bachman,Tal Bachman,90s Acoustic,shes so high,tal bachman
When You Say Nothing At All,Alison Krauss & Union Station,A Tribute Album,90s Acoustic,when you say nothing at all,alison krauss  union station
I Don't Want to Wait - Remastered Version,Paula Cole,Greatest Hits - Postcards From East Oceanside,90s Acoustic,i dont want to wait  remastered version,paula cole
Sex & Candy,Marcy Playground,Marcy Playground,90s Acoustic,sex  candy,marcy playground
Where Is My Mind?,Pixies,Death To The Pixies,90s Acoustic,where is my mind,pixies
Lovefool - Radio Edit,The Cardigans,First Band On The Moon,90s Acoustic,lovefool  radio edit,the cardigans
Kind & Generous,Natalie Merchant,Ophelia,90s Acoustic,kind  generous,natalie merchant
Karma Police,Radiohead,OK Computer,90s Acoustic,karma police,radiohead
Alive,Pearl Jam,Ten,90s Acoustic,alive,pearl jam
Stellar - acoustic,Incubus,"When Incubus Attacks, Vol. 1",90s Acoustic,stellar  acoustic,incubus
Kryptonite,3 Doors Down,The Better Life,90s Acoustic,kryptonite,3 doors down
All For You,Sister Hazel,...Somewhere More Familiar,90s Acoustic,all for you,sister hazel
Motorcycle Drive By,Third Eye Blind,Third Eye Blind,90s Acoustic,motorcycle drive by,third eye blind
All Apologies,Sinéad O'Connor,Universal Mother,90s Acoustic,all apologies,sinéad oconnor
Foolish Games,Jewel,Pieces Of You,90s Acoustic,foolish games,jewel
Where Have All the Cowboys Gone ? - Remastered Version,Paula Cole,Greatest Hits - Postcards From East Oceanside,90s Acoustic,where have all the cowboys gone   remastered version,paula cole
Because The Night [MTV Unplugged Version],"10,000 Maniacs",MTV Unplugged,90s Acoustic,because the night mtv unplugged version,10000 maniacs
Both Hands,Ani DiFranco,Ani DiFranco,90s Acoustic,both hands,ani difranco
Save Me,Aimee Mann,Magnolia (Music from the Motion Picture),90s Acoustic,save me,aimee mann
You Learn - Live/Unplugged Version,Alanis Morissette,Unplugged,90s Acoustic,you learn  liveunplugged version,alanis morissette
Three Marlenas,The Wallflowers,Bringing Down The Horse,90s Acoustic,three marlenas,the wallflowers
"The Times They Are A-Changin' - Live at Sony Music Studios, New York, NY - November 1994",Bob Dylan,Mtv Unplugged,90s Acoustic,the times they are achangin  live at sony music studios new york ny  november 1994,bob dylan
Sweet Child O' Mine,Sheryl Crow,The Globe Sessions,90s Acoustic,sweet child o mine,sheryl crow
Breathe - Remastered Version,Faith Hill,The Hits,90s Acoustic,breathe  remastered version,faith hill
She Talks To Angels - Acoustic Bonus Version,The Black Crowes,Sho' Nuff,90s Acoustic,she talks to angels  acoustic bonus version,the black crowes
Cowboy Take Me Away,Dixie Chicks,Fly,90s Acoustic,cowboy take me away,dixie chicks
California Stars,Billy Bragg,Mermaid Avenue,90s Acoustic,california stars,billy bragg
Annabelle,Gillian Welch,Revival,90s Acoustic,annabelle,gillian welch
In the Aeroplane Over the Sea,Neutral Milk Hotel,In the Aeroplane Over the Sea,90s Acoustic,in the aeroplane over the sea,neutral milk hotel
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,90s Pop Rock Essentials,semicharmed life,third eye blind
Mr. Jones,Counting Crows,August And Everything After,90s Pop Rock Essentials,mr jones,counting crows
Two Princes,Spin Doctors,Pocket Full Of Kryptonite,90s Pop Rock Essentials,two princes,spin doctors
Closing Time,Semisonic,Feeling Strangely Fine,90s Pop Rock Essentials,closing time,semisonic
Save Tonight,Eagle-Eye Cherry,Desireless,90s Pop Rock Essentials,save tonight,eagleeye cherry
Push,Matchbox Twenty,Yourself Or Someone Like You,90s Pop Rock Essentials,push,matchbox twenty
One Headlight,The Wallflowers,Bringing Down The Horse,90s Pop Rock Essentials,one headlight,the wallflowers
Hey Jealousy,Gin Blossoms,Outside Looking In: The Best Of The Gin Blossoms,90s Pop Rock Essentials,hey jealousy,gin blossoms
I'm Gonna Be (500 Miles),The Proclaimers,Finest,90s Pop Rock Essentials,im gonna be 500 miles,the proclaimers
Good,Better Than Ezra,Deluxe,90s Pop Rock Essentials,good,better than ezra
If You Could Only See,Tonic,A Casual Affair - The Best Of Tonic,90s Pop Rock Essentials,if you could only see,tonic
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,90s Pop Rock Essentials,you get what you give,new radicals
Lump,The Presidents Of The United States Of America,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,90s Pop Rock Essentials,lump,the presidents of the united states of america
Someday - Remastered,Sugar Ray,The Best Of Sugar Ray,90s Pop Rock Essentials,someday  remastered,sugar ray
All I Want,Toad The Wet Sprocket,fear,90s Pop Rock Essentials,all i want,toad the wet sprocket
Flagpole Sitta,Harvey Danger,Where Have All The Merrymakers Gone?,90s Pop Rock Essentials,flagpole sitta,harvey danger
Laid,James,James: The Best Of,90s Pop Rock Essentials,laid,james
Selling The Drama,Live,Awake The Best Of Live,90s Pop Rock Essentials,selling the drama,live
My Own Worst Enemy,Lit,A Place In The Sun,90s Pop Rock Essentials,my own worst enemy,lit
In The Meantime,Spacehog,Resident Alien,90s Pop Rock Essentials,in the meantime,spacehog
Barely Breathing,Duncan Sheik,Duncan Sheik,90s Pop Rock Essentials,barely breathing,duncan sheik
The Way,Fastball,All The Pain Money Can Buy,90s Pop Rock Essentials,the way,fastball
Everything You Want,Vertical Horizon,Everything You Want,90s Pop Rock Essentials,everything you want,vertical horizon
Dyslexic Heart,Paul Westerberg,The Resterberg,90s Pop Rock Essentials,dyslexic heart,paul westerberg
What's My Age Again?,blink-182,Enema Of The State,90s Pop Rock Essentials,whats my age again,blink182
No Rain,Blind Melon,Blind Melon,90s Pop Rock Essentials,no rain,blind melon
Virtual Insanity - Remastered,Jamiroquai,High Times - Singles 1992-2006,90s Pop Rock Essentials,virtual insanity  remastered,jamiroquai
Got You (Where I Want You),The Flys,Holiday Man,90s Pop Rock Essentials,got you where i want you,the flys
High,Feeder,Polythene,90s Pop Rock Essentials,high,feeder
Who's Gonna Ride Your Wild Horses,U2,Achtung Baby,90s Pop Rock Essentials,whos gonna ride your wild horses,u2
What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",90s Pop Rock Essentials,whats up,4 non blondes
Shimmer - Single Version,Fuel,The Best of Fuel,90s Pop Rock Essentials,shimmer  single version,fuel
How Bizarre,OMC,How Bizarre,90s Pop Rock Essentials,how bizarre,omc
She's so High,Tal Bachman,Tal Bachman,90s Pop Rock Essentials,shes so high,tal bachman
Runaway Train,Soul Asylum,Grave Dancers Union,90s Pop Rock Essentials,runaway train,soul asylum
Alright,Supergrass,I Should Coco,90s Pop Rock Essentials,alright,supergrass
Bitter Sweet Symphony,The Verve,Urban Hymns,90s Pop Rock Essentials,bitter sweet symphony,the verve
Don't Speak,No Doubt,The Singles Collection,90s Pop Rock Essentials,dont speak,no doubt
Right Here Right Now,Jesus Jones,Doubt,90s Pop Rock Essentials,right here right now,jesus jones
Crazy for This Girl,Evan And Jaron,evan and jaron,90s Pop Rock Essentials,crazy for this girl,evan and jaron
One Week,Barenaked Ladies,Stunt,90s Pop Rock Essentials,one week,barenaked ladies
Sex & Candy,Marcy Playground,Marcy Playground,90s Pop Rock Essentials,sex  candy,marcy playground
Send Me On My Way,Rusted Root,The Best Of / 20th Century Masters The Millennium Collection,90s Pop Rock Essentials,send me on my way,rusted root
Feed the Tree,Belly,Star,90s Pop Rock Essentials,feed the tree,belly
Why I'm Here,Oleander,February Son,90s Pop Rock Essentials,why im here,oleander
Beautiful Girl,INXS,Welcome To Wherever You Are,90s Pop Rock Essentials,beautiful girl,inxs
That Was A Crazy Game of Poker,O.A.R.,The Wanderer,90s Pop Rock Essentials,that was a crazy game of poker,oar
Losing My Religion,R.E.M.,Part Lies Part Heart Part Truth Part Garbage 1982-2011,90s Pop Rock Essentials,losing my religion,rem
Unbelievable,EMF,Schubert Dip,90s Pop Rock Essentials,unbelievable,emf
Little Black Backpack - Remastered,Stroke 9,Greatest Hits,90s Pop Rock Essentials,little black backpack  remastered,stroke 9
Teenage Dirtbag,Wheatus,"Songs From Dawson's Creek, Vol. II",90s Pop Rock Essentials,teenage dirtbag,wheatus
Come Out and Play,The Offspring,Smash,90s Pop Rock Essentials,come out and play,the offspring
All Star,Smash Mouth,Astro Lounge,90s Pop Rock Essentials,all star,smash mouth
Absolutely (Story of a Girl) - Radio Mix,Nine Days,The Madding Crowd,90s Pop Rock Essentials,absolutely story of a girl  radio mix,nine days
Roll To Me,Del Amitri,Twisted,90s Pop Rock Essentials,roll to me,del amitri
Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,Walking Off The Buzz,90s Pop Rock Essentials,hey leonardo she likes me for me,blessid union of souls
Inside Out,Eve 6,Eve 6,90s Pop Rock Essentials,inside out,eve 6
Blister in the Sun - 2002 Remastered Version,Violent Femmes,Violent Femmes,90s Pop Rock Essentials,blister in the sun  2002 remastered version,violent femmes
Cannonball,The Breeders,Last Splash,90s Pop Rock Essentials,cannonball,the breeders
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,90s Pop Rock Essentials,iris,the goo goo dolls
Into Your Arms,The Lemonheads,Come On Feel The Lemonheads,90s Pop Rock Essentials,into your arms,the lemonheads
Mmm Mmm Mmm Mmm,Crash Test Dummies,God Shuffled His Feet,90s Pop Rock Essentials,mmm mmm mmm mmm,crash test dummies
Santa Monica,Everclear,Sparkle And Fade,90s Pop Rock Essentials,santa monica,everclear
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5),90s Pop Rock Essentials,its the end of the world as we know it and i feel fine,rem
Shine,Collective Soul,"Hints, Allegations & Things Left Unsaid",90s Pop Rock Essentials,shine,collective soul
Run-Around,Blues Traveler,Travelogue: Blues Traveler Classics,90s Pop Rock Essentials,runaround,blues traveler
Lullaby,Shawn Mullins,Soul's Core,90s Pop Rock Essentials,lullaby,shawn mullins
You Don't Know How It Feels,Tom Petty,Wildflowers,90s Pop Rock Essentials,you dont know how it feels,tom petty
All For You,Sister Hazel,...Somewhere More Familiar,90s Pop Rock Essentials,all for you,sister hazel
Linger,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",90s Pop Rock Essentials,linger,the cranberries
Ironic,Alanis Morissette,Jagged Little Pill,90s Pop Rock Essentials,ironic,alanis morissette
Breakfast At Tiffany's,Deep Blue Something,Home,90s Pop Rock Essentials,breakfast at tiffanys,deep blue something
Crash into Me,Dave Matthews Band,Crash,90s Pop Rock Essentials,crash into me,dave matthews band
Counting Blue Cars (Tell Me Your Thoughts On God),Dishwalla,Pet Your Friends,90s Pop Rock Essentials,counting blue cars tell me your thoughts on god,dishwalla
One Man Army,Our Lady Peace,Happiness...Is Not a Fish That You Can Catch,90s Pop Rock Essentials,one man army,our lady peace
Lovefool - Radio Edit,The Cardigans,First Band On The Moon,90s Pop Rock Essentials,lovefool  radio edit,the cardigans
Stupid Girl,Garbage,Absolute Garbage,90s Pop Rock Essentials,stupid girl,garbage
The Freshmen,The Verve Pipe,Villains,90s Pop Rock Essentials,the freshmen,the verve pipe
Glycerine,Bush,Sixteen Stone (Remastered),90s Pop Rock Essentials,glycerine,bush
The Distance,Cake,Fashion Nugget,90s Pop Rock Essentials,the distance,cake
The Impression That I Get,The Mighty Mighty Bosstones,Let's Face It,90s Pop Rock Essentials,the impression that i get,the mighty mighty bosstones
Far Behind,Candlebox,The Candlebox Collection,90s Pop Rock Essentials,far behind,candlebox
Buddy Holly,Weezer,Weezer (Deluxe Edition),90s Pop Rock Essentials,buddy holly,weezer
What I Got,Sublime,Sublime (Explicit Version),90s Pop Rock Essentials,what i got,sublime
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],90s Pop Rock Essentials,wonderwall  remastered,oasis
Kiss Me,Sixpence None The Richer,6 PICKS: Essential Radio Hits EP,90s Pop Rock Essentials,kiss me,sixpence none the richer
Closer to Fine,Indigo Girls,Indigo Girls (Expanded Edition),90s Pop Rock Essentials,closer to fine,indigo girls
Life Is A Highway,Tom Cochrane,Mad Mad World,90s Pop Rock Essentials,life is a highway,tom cochrane
Fade Into You,Mazzy Star,So Tonight That I Might See,90s Pop Rock Essentials,fade into you,mazzy star
New Age Girl,Deadeye Dick,"Sk8terboy Rock!, Vol. 1",90s Pop Rock Essentials,new age girl,deadeye dick
Friday I'm In Love,The Cure,Wish,90s Pop Rock Essentials,friday im in love,the cure
High And Dry,Radiohead,The Bends,90s Pop Rock Essentials,high and dry,radiohead
Loser,Beck,Mellow Gold,90s Pop Rock Essentials,loser,beck
She Don't Use Jelly,The Flaming Lips,Transmissions From The Satellite Heart,90s Pop Rock Essentials,she dont use jelly,the flaming lips
Everything About You,Ugly Kid Joe,As Ugly As It Gets: The Very Best Of,90s Pop Rock Essentials,everything about you,ugly kid joe
Everything Falls Apart,Dog's Eye View,Happy Nowhere,90s Pop Rock Essentials,everything falls apart,dogs eye view
Freak Of The Week,Marvelous 3,Hey! Album,90s Pop Rock Essentials,freak of the week,marvelous 3
Better Days (And The Bottom Drops Out),Citizen King,Mobile Estates,90s Pop Rock Essentials,better days and the bottom drops out,citizen king
